0	0	0	0	0	0	0	0	0.6901961	0.4892157	0	0	0	0.13627452	0	0.0754902	0.0019607844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26078433	0	0	0	0	0.15882353	0.37058824	0.44117647	0.5137255	0.009803922	0	0	0	0	0	0	0	0	0	0	0	0.1627451	0.3	0.09901961	0	0.056862745	0	0	0.5647059	0	0	0	0	0.4905832	0.47603104	0.49890834	0.49901563
0.1882353	0.18137255	0.13725491	0.009803922	0	0	0	0.07647059	0.19411765	0.14215687	0	0	0	0	0	0	0	0.2382353	0.10784314	0	0.0019607844	0	0	0	0	0	0	0	0	0.078431375	0	0.47352943	0.042156864	0	0.16764706	0.4745098	0.52156866	0.5382353	0.092156865	0	0	0	0.063725494	0.04901961	0	0	0	0.15196079	0.47156864	0.43627453	0.11176471	0	0	0.25686276	0.110784315	0	0	0	0	0	0	0	0	0	0.4905832	0.47603104	0.49890834	0.49901563
0.17843138	0.18921569	0.1764706	0.26078433	0.25882354	0	0	0	0	0	0	0	0.014705883	0.037254903	0.06176471	0.07450981	0.07941177	0.08235294	0.09019608	0.10882353	0.19313726	0.24019608	0.015686275	0.014705883	0.009803922	0	0	0	0	0.037254903	0.019607844	0	0	0	0.003921569	0.0068627456	0.004901961	0.003921569	0.003921569	0.003921569	0.0068627456	0.003921569	0.003921569	0.003921569	0.003921569	0	0.050980393	0.20686275	0.2	0	0	0	0	0	0	0	0	0	0	0.087254904	0.052941177	0	0.003921569	0.003921569	0.4999985	0.4999985	0.4999985	0.4999985
0	0	0	0.13431373	0.23235294	0.0029411765	0.083333336	0.25490198	0.07745098	0.003921569	0.003921569	0.003921569	0.003921569	0.0009803922	0	0	0	0	0	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.0068627456	0.14901961	0.19509804	0.0019607844	0.016666668	0.0029411768	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0	0	0	0.04019608	0.5139281	0.5252682	0.5007957	0.50008225
0	0	0	0	0.14705883	0.06764706	0	0.18627451	0.2529412	0.10392157	0.003921569	0.003921569	0.003921569	0.003921569	0	0	0	0	0	0	0	0.003921569	0.003921569	0.003921569	0.003921569	0.12352942	0.047058824	0.058823533	0.0009803922	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.0009803922	0	0	0.5139281	0.5252682	0.5007957	0.50008225
0.063725494	0.048039217	0.01372549	0	0	0.1872549	0	0.023529414	0.18529412	0.22352941	0.18431373	0.07058824	0.003921569	0.003921569	0.003921569	0.003921569	0	0	0	0	0	0.003921569	0.003921569	0.003921569	0.003921569	0.064705886	0.052941177	0.05	0.0029411768	0.003921569	0.012745099	0.034313727	0.039215688	0.039215688	0.043137256	0.042156864	0.046078432	0.043137256	0.047058824	0.043137256	0.043137256	0.043137256	0.047058824	0.043137256	0.043137256	0.039215688	0.04019608	0.03529412	0.03529412	0.03137255	0.03137255	0.032352943	0.032352943	0.03137255	0.034313727	0.042156864	0.057843138	0.083333336	0.17843138	0.0068627456	0.003921569	0.003921569	0.003921569	0.003921569	0.5707835	0.5893885	0.50398874	0.5006148
0.10980392	0.17843138	0.26078433	0.29901963	0	0.00882353	0	0.0029411768	0.17352942	0.20392157	0.19215687	0.1637255	0.09019608	0.003921569	0.003921569	0.0068627456	0.015686275	0.020588236	0.011764706	0.007843138	0.00882353	0.0009803922	0.003921569	0.003921569	0.003921569	0.011764707	0.22647059	0	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.007843138	0.007843138	0.003921569	0.007843138	0.007843138	0.007843138	0.011764706	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.0068627456	0.007843138	0.007843138	0.007843138	0.007843138	0.007843138	0.007843138	0.010784314	0.015686275	0.05686275	0.1872549	0.22058824	0.012745098	0.003921569	0.003921569	0.67630637	0.67199486	0.5097835	0.50157
0	0	0	0.10392158	0.06568628	0	0.04411765	0	0	0	0	0.048039217	0.2127451	0.25980395	0.04901961	0.0754902	0.063725494	0.04117647	0.028431373	0.016666668	0.015686275	0.023529412	0.02745098	0.038235296	0.06764706	0.17745098	0	0	0.03627451	0.0029411768	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.0068627456	0.011764706	0.015686275	0.02254902	0.030392159	0.03137255	0.038235296	0.039215688	0.043137256	0.03627451	0.003921569	0.042156864	0.15882353	0.24803923	0.2382353	0.7895999	0.7402839	0.5158122	0.5022206
0	0	0	0.020588236	0.2656863	0	0	0.06666667	0	0	0	0	0	0.15588236	0.26176473	0.14313726	0.09901961	0.05392157	0.032352943	0.00882353	0.003921569	0.0068627456	0.030392159	0.039215688	0.030392159	0	0	0.12058824	0	0.0029411768	0.015686275	0.057843138	0.051960785	0.032352943	0.012745098	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.007843138	0.018627452	0.02745098	0.030392159	0.03137255	0.03529412	0.038235296	0.039215688	0.043137256	0.047058824	0.047058824	0.064705886	0.20294118	0.16666667	0.11176471	0.1264706	0.1127451	0.7895999	0.7402839	0.5158122	0.5022206
0	0	0.0058823535	0	0.17352942	0.034313727	0.003921569	0.00882353	0.055882353	0.060784314	0.00882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038235296	0.003921569	0	0	0.0009803922	0	0	0	0	0	0	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.003921569	0.060784318	0.19901961	0.20784314	0.07647059	0.9495302	0.8160465	0.52375394	0.5020537
